discussion_title;word;n;tf;idf;tf_idf;date
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;confide;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;constancy;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;elizabethan;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;embodies;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;iphone;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;kendal;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;otherwise.in;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;playground;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;sensation;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;suez;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;telegram;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;thing.even;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;tumultuous;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
90TH BIRTHDAY OF HER MAJESTY THE QUEEN 2016-04-21;updates.through;1;0,00393700787401575;6,32793678372919;0,0249131369438157;2016-04-21
AGRICULTURE BILL 2018-10-10;farming;46;0,0139817629179331;2,99573227355399;0,0418856184144327;2018-10-10
AGRICULTURE BILL 2018-10-10;bill;98;0,0297872340425532;1,25903258150896;0,0375030981726074;2018-10-10
AGRICULTURE BILL 2018-10-10;farmers;44;0,0133738601823708;2,66437513759955;0,0356329805636414;2018-10-10
AGRICULTURE BILL 2018-10-10;food;52;0,0158054711246201;1,6094379124341;0,025437924451846;2018-10-10
AGRICULTURE BILL 2018-10-10;agricultural;24;0,00729483282674772;2,86220088092947;0,0208792769429505;2018-10-10
AGRICULTURE BILL 2018-10-10;agriculture;23;0,00699088145896657;2,52127429395888;0,0176259297146061;2018-10-10
AGRICULTURE BILL 2018-10-10;land;26;0,00790273556231003;2,01044867019288;0,0158880442021322;2018-10-10
AGRICULTURE BILL 2018-10-10;environmental;32;0,00972644376899696;1,27169097838089;0,0123690307927624;2018-10-10
AGRICULTURE BILL 2018-10-10;soil;12;0,00364741641337386;3,3322045101752;0,0121539374231314;2018-10-10
AGRICULTURE BILL 2018-10-10;payments;13;0,00395136778115502;2,92673940206704;0,0115646237771646;2018-10-10
AGRICULTURE BILL 2018-10-10;farms;11;0,00334346504559271;3,14988295338125;0,0105315235523385;2018-10-10
AGRICULTURE BILL 2018-10-10;farm;10;0,00303951367781155;3,03209991772487;0,00921610917241601;2018-10-10
AGRICULTURE BILL 2018-10-10;production;12;0,00364741641337386;2,43611648561857;0,00888553125453581;2018-10-10
AGRICULTURE BILL 2018-10-10;animal;9;0,00273556231003039;3,23689433037088;0,00885472613171365;2018-10-10
AGRICULTURE BILL 2018-10-10;public;27;0,00820668693009119;1,04473305499121;0,00857379710783057;2018-10-10
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;diesel;19;0,0341726618705036;2,74441784527308;0,0937840630578932;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;lung;5;0,00899280575539568;4,53617731450114;0,0407929614613412;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;particulates;4;0,00719424460431655;4,24849524204936;0,0305647139715781;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;volkswagen;3;0,00539568345323741;5,63478960316925;0,0304035410242945;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;powered;4;0,00719424460431655;4,02535169073515;0,0289593646815478;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;killing;4;0,00719424460431655;3,93004151093082;0,0282736799347541;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;laboratory;3;0,00539568345323741;5,22932449506109;0,0282157796496102;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;urban;5;0,00899280575539568;3,03209991772487;0,027267085591051;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;testing;4;0,00719424460431655;3,61988658262699;0,0260423495153021;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;cars;6;0,0107913669064748;2,39611115100487;0,0258573145791892;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;asthma;3;0,00539568345323741;4,38202663467388;0,0236440286043555;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;worse;6;0,0107913669064748;2,15354951383356;0,0232397429550384;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;pollution;6;0,0107913669064748;2,09383027913194;0,0225952907819993;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;encourages;3;0,00539568345323741;4,02535169073515;0,0217195235111609;2016-02-23
Air Quality (Diesel Emissions in Urban Centres) 2016-02-23;emissions;10;0,0179856115107914;1,18627322722654;0,0213358494105492;2016-02-23
AIRPORT CAPACITY 2016-10-25;aviation;10;0,0125;3,03209991772487;0,0379012489715608;2016-10-25
AIRPORT CAPACITY 2016-10-25;runway;6;0,0075;3,84303013394119;0,028822726004559;2016-10-25
AIRPORT CAPACITY 2016-10-25;expansion;7;0,00875;3,06984024570771;0,0268611021499425;2016-10-25
AIRPORT CAPACITY 2016-10-25;airports;5;0,00625;3,84303013394119;0,0240189383371325;2016-10-25
AIRPORT CAPACITY 2016-10-25;air;11;0,01375;1,73281693359461;0,0238262328369258;2016-10-25
AIRPORT CAPACITY 2016-10-25;noise;5;0,00625;3,55534806148941;0,0222209253843088;2016-10-25
AIRPORT CAPACITY 2016-10-25;heathrow;5;0,00625;3,43756502583303;0,0214847814114564;2016-10-25
AIRPORT CAPACITY 2016-10-25;stansted;3;0,00375;5,63478960316925;0,0211304610118847;2016-10-25
AIRPORT CAPACITY 2016-10-25;airport;5;0,00625;2,99573227355399;0,0187233267097124;2016-10-25
AIRPORT CAPACITY 2016-10-25;luton;3;0,00375;4,71849887129509;0,0176943707673566;2016-10-25
AIRPORT CAPACITY 2016-10-25;links;5;0,00625;2,77258872223978;0,0173286795139986;2016-10-25
AIRPORT CAPACITY 2016-10-25;connectivity;4;0,005;3,43756502583303;0,0171878251291652;2016-10-25
AIRPORT CAPACITY 2016-10-25;modernisation;3;0,00375;4,53617731450114;0,0170106649293793;2016-10-25
AIRPORT CAPACITY 2016-10-25;gateways;2;0,0025;6,32793678372919;0,015819841959323;2016-10-25
AIRPORT CAPACITY 2016-10-25;hostility;2;0,0025;5,63478960316925;0,0140869740079231;2016-10-25
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;airspace;7;0,0128440366972477;4,71849887129509;0,0606045726588361;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;aviation;8;0,0146788990825688;3,03209991772487;0,0445078887005485;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;heathrow;6;0,0110091743119266;3,43756502583303;0,0378447525779783;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;airports;5;0,00917431192660551;3,84303013394119;0,0352571571921211;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;expansion;6;0,0110091743119266;3,06984024570771;0,0337964063747638;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;airport;5;0,00917431192660551;2,99573227355399;0,0274837823261834;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;modernisation;3;0,0055045871559633;4,53617731450114;0,0249697833825751;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;enhancements;2;0,0036697247706422;5,63478960316925;0,0206781269841073;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;rail;4;0,0073394495412844;2,77258872223978;0,0203492750256131;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;transport;6;0,0110091743119266;1,73281693359461;0,0190768836726012;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;smarter;2;0,0036697247706422;4,9416424226093;0,0181344676059057;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;issue;10;0,018348623853211;0,96664461801977;0,0177365984957756;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;traffic;3;0,0055045871559633;3,14988295338125;0,0173388052479702;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;gateway;2;0,0036697247706422;4,71849887129509;0,0173155921882389;2017-02-02
AIRPORT CAPACITY AND AIRSPACE POLICY 2017-02-02;aware;5;0,00917431192660551;1,78464200145919;0,0163728623987082;2017-02-02
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;nps;7;0,0142566191446029;5,22932449506109;0,0745524877096285;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;heathrow;8;0,0162932790224033;3,43756502583303;0,0560092061235524;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;noise;5;0,010183299389002;3,55534806148941;0,0362051737422547;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;expansion;5;0,010183299389002;3,06984024570771;0,0312611022984492;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;air;7;0,0142566191446029;1,73281693359461;0,0247041110695769;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;revised;3;0,00610997963340122;4,02535169073515;0,0245948168476689;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;airports;3;0,00610997963340122;3,84303013394119;0,0234808358489279;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;recommendations;5;0,010183299389002;2,21706291955588;0,0225770154740925;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;pollution;5;0,010183299389002;2,09383027913194;0,0213221006021582;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;revision;2;0,00407331975560081;5,22932449506109;0,0213007107741796;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;paths;2;0,00407331975560081;4,71849887129509;0,0192199546692264;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;aviation;3;0,00610997963340122;3,03209991772487;0,0185260687437365;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;secretary;12;0,0244399185336049;0,722134717433197;0,0176489136643551;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;expectations;2;0,00407331975560081;4,24849524204936;0,0173054796010157;2018-06-05
AIRPORTS NATIONAL POLICY STATEMENT 2018-06-05;addressed;3;0,00610997963340122;2,74441784527308;0,0167683371401614;2018-06-05
AMENDMENT OF THE LAW 2017-03-08;chancellor;19;0,0175276752767528;1,81707727721234;0,031849140467744;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;women;11;0,0101476014760148;1,99720344344286;0,0202668246105826;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;employed;6;0,00553505535055351;3,10906095886099;0,0172088244955406;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;tax;10;0,00922509225092251;1,76358859226136;0,0162692674562856;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;pay;13;0,0119926199261993;1,27169097838089;0,0152509065672985;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;closed;5;0,00461254612546125;2,77258872223978;0,0127886933682647;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;chancellor’s;4;0,003690036900369;3,43756502583303;0,0126847417927418;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;libraries;2;0,0018450184501845;6,32793678372919;0,0116751601175815;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;crisis;8;0,00738007380073801;1,57434659262283;0,0116187940414969;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;housing;6;0,00553505535055351;2,06525690668788;0,0114313112916303;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;budget;8;0,00738007380073801;1,54881329061767;0,0114303563883223;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;credits;3;0,00276752767527675;4,02535169073515;0,0111402722068316;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;insecure;3;0,00276752767527675;4,02535169073515;0,0111402722068316;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;contracts;4;0,003690036900369;2,89394957924405;0,0106787807352179;2017-03-08
AMENDMENT OF THE LAW 2017-03-08;social;7;0,00645756457564576;1,61840658241686;0,010450965015607;2017-03-08
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;net;33;0,00591185954854891;1,88528552723888;0,0111455432459482;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;development;46;0,00824077391615908;1,20397280432594;0,00992166768165408;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;committee;47;0,00841992117520602;0,95265837604503;0,00802130843319893;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;global;36;0,00644930132568972;1,09682816687461;0,00707377535067823;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;action;37;0,00662844858473665;1,06524659482431;0,00706093228385873;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;electric;17;0,00304550340379792;2,25039933982348;0,00685359884933699;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;carbon;33;0,00591185954854891;1,15178705115537;0,00680920327626784;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;scottish;22;0,0039412396990326;1,70296397044492;0,00671178920633972;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;aid;17;0,00304550340379792;2,18480205733766;0,00665382210224655;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;target;22;0,0039412396990326;1,65510794926729;0,00652317715583668;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;transition;15;0,00268720888570405;2,25039933982348;0,00604729310235617;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;scotland;19;0,0034037979218918;1,71281626688794;0,00583008044981562;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;emissions;26;0,00465782873522035;1,18627322722654;0,00552545752559834;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;attenborough;8;0,00143317807237549;3,84303013394119;0,00550774651944277;2019-07-10
ANIMAL WELFARE (SENTENCING) BILL (PROGRAMME) 2019-07-10;green;20;0,00358294518093873;1,52391573899594;0,00546010655319218;2019-07-10
Apprenticeships 2016-03-10;region;3;0,09375;2,4992953872401;0,234308942553759;2016-03-10
Apprenticeships 2016-03-10;humber;1;0,03125;4,13071220639298;0,12908475644978;2016-03-10
Apprenticeships 2016-03-10;reaffirm;1;0,03125;4,13071220639298;0,12908475644978;2016-03-10
Apprenticeships 2016-03-10;wind;2;0,0625;1,95848893126217;0,122405558203886;2016-03-10
Apprenticeships 2016-03-10;college;1;0,03125;3,38349780456275;0,105734306392586;2016-03-10
Apprenticeships 2016-03-10;establishment;1;0,03125;3,3322045101752;0,104131390942975;2016-03-10
Apprenticeships 2016-03-10;maximum;1;0,03125;3,10906095886099;0,0971581549644061;2016-03-10
Apprenticeships 2016-03-10;advantage;1;0,03125;2,74441784527308;0,0857630576647839;2016-03-10
Apprenticeships 2016-03-10;created;1;0,03125;2,35764487017707;0,0736764021930335;2016-03-10
Apprenticeships 2016-03-10;offshore;1;0,03125;2,35764487017707;0,0736764021930335;2016-03-10
Apprenticeships 2016-03-10;discuss;1;0,03125;1,98413136187551;0,0620041050586097;2016-03-10
Apprenticeships 2016-03-10;giving;1;0,03125;1,92121753646494;0,0600380480145294;2016-03-10
Apprenticeships 2016-03-10;opportunities;1;0,03125;1,6094379124341;0,0502949347635656;2016-03-10
Apprenticeships 2016-03-10;colleagues;1;0,03125;1,4837496972706;0,0463671780397064;2016-03-10
Apprenticeships 2016-03-10;meeting;1;0,03125;1,43758765550744;0,0449246142346075;2016-03-10
ARMED FORCES DAY 2019-06-26;armed;4;0,0380952380952381;2,86220088092947;0,109036224035408;2019-06-26
ARMED FORCES DAY 2019-06-26;forces;4;0,0380952380952381;2,4567357728213;0,0935899342027163;2019-06-26
ARMED FORCES DAY 2019-06-26;covenant;2;0,019047619047619;4,38202663467388;0,0834671739937882;2019-06-26
ARMED FORCES DAY 2019-06-26;clapping;1;0,00952380952380952;6,32793678372919;0,0602660646069447;2019-06-26
ARMED FORCES DAY 2019-06-26;crowds;1;0,00952380952380952;6,32793678372919;0,0602660646069447;2019-06-26
ARMED FORCES DAY 2019-06-26;disadvantaging;1;0,00952380952380952;6,32793678372919;0,0602660646069447;2019-06-26
ARMED FORCES DAY 2019-06-26;regularly.this;1;0,00952380952380952;6,32793678372919;0,0602660646069447;2019-06-26
ARMED FORCES DAY 2019-06-26;role.the;1;0,00952380952380952;6,32793678372919;0,0602660646069447;2019-06-26
ARMED FORCES DAY 2019-06-26;parades;1;0,00952380952380952;5,63478960316925;0,0536646628873262;2019-06-26
ARMED FORCES DAY 2019-06-26;appreciation;1;0,00952380952380952;5,22932449506109;0,0498030904291532;2019-06-26
ARMED FORCES DAY 2019-06-26;event;2;0,019047619047619;2,39611115100487;0,0456402124000927;2019-06-26
ARMED FORCES DAY 2019-06-26;day;4;0,0380952380952381;1,18627322722654;0,0451913610372013;2019-06-26
ARMED FORCES DAY 2019-06-26;civilian;1;0,00952380952380952;4,71849887129509;0,0449380844885247;2019-06-26
ARMED FORCES DAY 2019-06-26;finger;1;0,00952380952380952;4,71849887129509;0,0449380844885247;2019-06-26
ARMED FORCES DAY 2019-06-26;custodians;1;0,00952380952380952;4,53617731450114;0,0432016887095347;2019-06-26
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;automated;8;0,0175054704595186;4,13071220639298;0,0723100605057851;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;vehicles;13;0,0284463894967177;2,18480205733766;0,0621497302962573;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;charging;7;0,0153172866520788;2,92673940206704;0,0448297063773945;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;bill;14;0,0306345733041575;1,25903258150896;0,038569925910559;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;electric;6;0,0131291028446389;2,25039933982348;0,02954572437405;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;charge;4;0,0087527352297593;2,4992953872401;0,0218756707854713;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;roads;4;0,0087527352297593;2,4992953872401;0,0218756707854713;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;deepings;2;0,00437636761487965;4,9416424226093;0,0216264438626228;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;concentrations;2;0,00437636761487965;4,53617731450114;0,0198519794945345;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;deaths;3;0,00656455142231947;2,99573227355399;0,0196656385572472;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;emerge;2;0,00437636761487965;4,24849524204936;0,0185929769892751;2018-01-29
AUTOMATED AND ELECTRIC VEHICLES BILL (PROGRAMME) (NO. 2) 2018-01-29;pollution;4;0,0087527352297593;2,09383027913194;0,0183267420492948;2018-01-29
